Bigram Language Model Smoothing Results
=====================================

Formulas:
1. Add-One: P(w2|w1) = (count(w1,w2) + 1) / (count(w1) + V)
2. Add-K: P(w2|w1) = (count(w1,w2) + 0.3) / (count(w1) + 0.3*V)
3. Token Type: P(w2|w1) = (count(w1,w2) + V) / (count(w1) + V²)

Bigram	Count	ContextCount	AddOne	AddK	TokenType
('নাভাজো', 'সৃষ্টিতে')	1	2	0.000246	0.000534	0.000123
('সৃষ্টিতে', 'অনুপ্রাণিত')	1	1	0.000246	0.000534	0.000123
('অনুপ্রাণিত', 'করে')	1	1	0.000246	0.000534	0.000123
('<s>', 'ওয়েস্টার্ন')	1	0	0.000246	0.000534	0.000123
('ওয়েস্টার্ন', 'সিরিজটি')	1	1	0.000246	0.000534	0.000123
('সিরিজটি', 'তিনি')	1	1	0.000246	0.000534	0.000123
('তিনি', 'পিলটে')	1	102	0.000243	0.000513	0.000123
('পিলটে', 'প্রকাশ')	1	1	0.000246	0.000534	0.000123
('প্রকাশ', 'করেন')	1	12	0.000246	0.000531	0.000123
('<s>', 'কাহিনীর')	1	0	0.000246	0.000534	0.000123
('কাহিনীর', 'চিত্রাঙ্কনের')	1	1	0.000246	0.000534	0.000123
('চিত্রাঙ্কনের', 'জন্য')	1	1	0.000246	0.000534	0.000123
('জন্য', 'তিনি')	1	82	0.000244	0.000517	0.000123
('তিনি', 'জিন')	1	102	0.000243	0.000513	0.000123
('জিন', 'জিরাউদ')	1	1	0.000246	0.000534	0.000123
('জিরাউদ', '(')	1	1	0.000246	0.000534	0.000123
('(', 'মোবিয়াস')	1	95	0.000244	0.000514	0.000123
('মোবিয়াস', ')')	1	1	0.000246	0.000534	0.000123
(',', 'তারপরে')	1	779	0.000225	0.000405	0.000123
('তারপরে', 'বাণিজ্যিক')	1	1	0.000246	0.000534	0.000123
('বাণিজ্যিক', 'অঙ্কনশিল্পী')	1	2	0.000246	0.000534	0.000123
('অঙ্কনশিল্পী', 'জেরি')	1	1	0.000246	0.000534	0.000123
('জেরি', 'স্প্রিংকে')	1	1	0.000246	0.000534	0.000123
('স্প্রিংকে', 'এই')	1	1	0.000246	0.000534	0.000123
('এই', 'দায়িত্ব')	1	162	0.000242	0.000501	0.000123
('দায়িত্ব', 'প্রদান')	1	2	0.000246	0.000534	0.000123
('<s>', 'কমিক্সটির')	1	0	0.000246	0.000534	0.000123
('কমিক্সটির', 'নাম')	1	1	0.000246	0.000534	0.000123
('নাম', 'ফোর্ট')	1	11	0.000246	0.000532	0.000123
('নাভাজো', 'থেকে')	1	2	0.000246	0.000534	0.000123
('থেকে', 'পরবর্তীতে')	1	171	0.000241	0.000499	0.000123
('পরবর্তীতে', 'মূল')	1	2	0.000246	0.000534	0.000123
('মূল', 'চরিত্র')	1	4	0.000246	0.000533	0.000123
('চরিত্র', 'ব্লুবেরি')	1	3	0.000246	0.000533	0.000123
('ব্লুবেরি', 'বা')	1	2	0.000246	0.000534	0.000123
('বা', 'লেফটেনেন্ট')	1	53	0.000245	0.000523	0.000123
('লেফটেনেন্ট', 'ব্লুবেরির')	1	1	0.000246	0.000534	0.000123
('ব্লুবেরির', 'নামানুযায়ী')	1	1	0.000246	0.000534	0.000123
('নামানুযায়ী', 'রাখা')	1	1	0.000246	0.000534	0.000123
('রাখা', 'হয়')	1	13	0.000246	0.000531	0.000123
('<s>', 'কমিক্স')	1	0	0.000246	0.000534	0.000123
('কমিক্স', 'দ্রুত')	1	1	0.000246	0.000534	0.000123
('দ্রুত', 'জনপ্রিয়')	1	6	0.000246	0.000533	0.000123
('জনপ্রিয়', 'হয়ে')	2	4	0.000370	0.000943	0.000123
('উঠে', '</s>')	1	9	0.000246	0.000532	0.000123
('<s>', '১৯৭২')	1	0	0.000246	0.000534	0.000123
('১৯৭২', 'সালে')	1	1	0.000246	0.000534	0.000123
('সালে', 'পিলট')	1	21	0.000246	0.000529	0.000123
('পিলট', 'কর্মীদের')	1	1	0.000246	0.000534	0.000123
('কর্মীদের', 'মধ্যে')	1	4	0.000246	0.000533	0.000123
('মধ্যে', 'দ্বন্দ্ব')	1	47	0.000245	0.000524	0.000123
('দ্বন্দ্ব', 'দেখা')	1	3	0.000246	0.000533	0.000123
('দেখা', 'দিলে')	1	29	0.000246	0.000528	0.000123
('দিলে', 'চার্লিয়ার')	1	4	0.000246	0.000533	0.000123
('চার্লিয়ার', 'তার')	1	2	0.000246	0.000534	0.000123
('তার', 'প্রধান')	2	89	0.000366	0.000912	0.000123
('প্রধান', 'সম্পাদকের')	1	33	0.000245	0.000527	0.000123
('সম্পাদকের', 'পদ')	1	1	0.000246	0.000534	0.000123
('পদ', 'ছেড়ে')	1	2	0.000246	0.000534	0.000123
('ছেড়ে', 'দিতে')	1	5	0.000246	0.000533	0.000123
('দিতে', 'বাধ্য')	1	22	0.000246	0.000529	0.000123
('বাধ্য', 'হন')	1	2	0.000246	0.000534	0.000123
('হন', 'এবং')	2	9	0.000369	0.000941	0.000123
('এবং', '১৯৭৬')	1	131	0.000243	0.000507	0.000123
('১৯৭৬', 'সাল')	1	1	0.000246	0.000534	0.000123
('পর্যন্ত', 'ফরাসি')	1	30	0.000246	0.000528	0.000123
('ফরাসি', 'টেলিভিশনের')	1	2	0.000246	0.000534	0.000123
('টেলিভিশনের', 'জন্য')	1	1	0.000246	0.000534	0.000123
('জন্য', 'কাজ')	3	82	0.000488	0.001312	0.000123
('কাজ', 'করেন')	3	33	0.000491	0.001338	0.000123
('এরপর', 'প্রধান')	1	11	0.000246	0.000532	0.000123
('প্রধান', 'সম্পাদক')	1	33	0.000245	0.000527	0.000123
('হিসেবে', 'টিনটিন')	1	35	0.000245	0.000526	0.000123
('টিনটিন', 'ম্যাগাজিনে')	1	1	0.000246	0.000534	0.000123
('ম্যাগাজিনে', 'দুই')	1	1	0.000246	0.000534	0.000123
('দুই', 'বছরের')	1	31	0.000246	0.000527	0.000123
('বছরের', 'জন্য')	3	11	0.000492	0.001350	0.000123
('তিনি', 'ব্লুবেরি')	1	102	0.000243	0.000513	0.000123
('ব্লুবেরি', 'এবং')	1	2	0.000246	0.000534	0.000123
('এবং', 'বাক')	1	131	0.000243	0.000507	0.000123
('বাক', 'ড্যানি')	1	5	0.000246	0.000533	0.000123
('ড্যানি', 'গল্প')	1	1	0.000246	0.000534	0.000123
('গল্প', 'লিখা')	1	6	0.000246	0.000533	0.000123
('লিখা', 'অব্যাহত')	1	1	0.000246	0.000534	0.000123
('অব্যাহত', 'রাখেন')	1	2	0.000246	0.000534	0.000123
('রাখেন', '</s>')	1	3	0.000246	0.000533	0.000123
('এর', 'আরো')	1	72	0.000244	0.000519	0.000123
('আরো', 'উদ্যোগের')	1	12	0.000246	0.000531	0.000123
('উদ্যোগের', 'মধ্যে')	1	1	0.000246	0.000534	0.000123
('মধ্যে', 'রয়েছে')	1	47	0.000245	0.000524	0.000123
('রয়েছে', 'অপসোসালাইন')	1	4	0.000246	0.000533	0.000123
('অপসোসালাইন', 'লিমিটেড')	1	1	0.000246	0.000534	0.000123
('লিমিটেড', ',')	3	4	0.000493	0.001353	0.000123
(',', 'গ্লোবাল')	2	779	0.000337	0.000716	0.000123
('গ্লোবাল', 'ক্যাপসুলস')	1	2	0.000246	0.000534	0.000123
('ক্যাপসুলস', 'লিমিটেড')	1	1	0.000246	0.000534	0.000123
('গ্লোবাল', 'হেভি')	1	2	0.000246	0.000534	0.000123
('হেভি', 'কেমিক্যালস')	1	1	0.000246	0.000534	0.000123
('কেমিক্যালস', 'লিমিটেড')	1	1	0.000246	0.000534	0.000123
('এবং', 'জকি')	1	131	0.000243	0.000507	0.000123
('জকি', 'গার্মেন্টস')	1	1	0.000246	0.000534	0.000123
('গার্মেন্টস', 'লিমিটেড')	1	1	0.000246	0.000534	0.000123
('লিমিটেড', '</s>')	1	4	0.000246	0.000533	0.000123
('<s>', 'বাগারের')	1	0	0.000246	0.000534	0.000123
('বাগারের', 'জন্য')	1	1	0.000246	0.000534	0.000123
('জন্য', ':')	1	82	0.000244	0.000517	0.000123
(':', 'পাঁচফোড়ন')	1	115	0.000243	0.000510	0.000123
('পাঁচফোড়ন', 'আধা')	1	1	0.000246	0.000534	0.000123
('আধা', 'চা')	2	2	0.000370	0.000944	0.000123
('চা', '-')	2	2	0.000370	0.000944	0.000123
('-', 'চামচ')	4	224	0.000600	0.001618	0.000123
('চামচ', '</s>')	4	4	0.000616	0.001764	0.000123
('<s>', 'রসুনকুচি')	1	0	0.000246	0.000534	0.000123
('রসুনকুচি', '১')	1	1	0.000246	0.000534	0.000123
('১', 'টেবিল')	1	23	0.000246	0.000529	0.000123
('টেবিল', '-')	2	2	0.000370	0.000944	0.000123
('<s>', 'আলু')	1	0	0.000246	0.000534	0.000123
('আলু', '২')	1	5	0.000246	0.000533	0.000123
('২', 'টি')	3	21	0.000492	0.001344	0.000123
('টি', '(')	1	26	0.000246	0.000528	0.000123
('(', 'বড়')	1	95	0.000244	0.000514	0.000123
('বড়', 'হলে')	1	3	0.000246	0.000533	0.000123
('হলে', '১')	1	21	0.000246	0.000529	0.000123
('১', 'টা')	1	23	0.000246	0.000529	0.000123
('টা', ')')	1	4	0.000246	0.000533	0.000123
('<s>', 'টক')	1	0	0.000246	0.000534	0.000123
('টক', 'দই')	1	2	0.000246	0.000534	0.000123
('দই', '১')	1	1	0.000246	0.000534	0.000123
('১', '/')	2	23	0.000369	0.000936	0.000123
('/', '৩')	2	18	0.000369	0.000938	0.000123
('৩', 'কাপ')	2	23	0.000369	0.000936	0.000123
('কাপ', '</s>')	2	3	0.000370	0.000944	0.000123
('<s>', 'বেরেস্তা')	1	0	0.000246	0.000534	0.000123
('বেরেস্তা', '১')	1	1	0.000246	0.000534	0.000123
('<s>', 'চাট')	1	0	0.000246	0.000534	0.000123
('চাট', 'মসলা')	1	1	0.000246	0.000534	0.000123
('মসলা', 'আধা')	1	1	0.000246	0.000534	0.000123
('<s>', 'তেল')	1	0	0.000246	0.000534	0.000123
('তেল', '৩')	1	4	0.000246	0.000533	0.000123
('৩', 'টেবিল')	1	23	0.000246	0.000529	0.000123
('<s>', 'আনাস')	1	0	0.000246	0.000534	0.000123
('আনাস', 'ইবন')	1	1	0.000246	0.000534	0.000123
('ইবন', 'মালেক')	1	1	0.000246	0.000534	0.000123
('মালেক', 'রাদিয়াল্লাহু')	1	2	0.000246	0.000534	0.000123
('রাদিয়াল্লাহু', 'আনহু')	1	1	0.000246	0.000534	0.000123
('আনহু', 'থেকে')	1	1	0.000246	0.000534	0.000123
('থেকে', 'বর্ণিত')	1	171	0.000241	0.000499	0.000123
('বর্ণিত', ',')	1	1	0.000246	0.000534	0.000123
(',', 'নবী')	1	779	0.000225	0.000405	0.000123
('নবী', 'করীম')	1	1	0.000246	0.000534	0.000123
('করীম', 'সাল্লাল্লাহু')	1	1	0.000246	0.000534	0.000123
('সাল্লাল্লাহু', 'আলাইহি')	1	1	0.000246	0.000534	0.000123
('আলাইহি', 'ওয়াসাল্লাম')	1	1	0.000246	0.000534	0.000123
('ওয়াসাল্লাম', 'বলেছেন')	1	1	0.000246	0.000534	0.000123
('তোমার', 'কারণে')	2	8	0.000369	0.000942	0.000123
('কারণে', 'বিশ্বে')	1	26	0.000246	0.000528	0.000123
('বিশ্বে', 'আক্রান্ত')	1	3	0.000246	0.000533	0.000123
('আক্রান্ত', 'হয়েছে')	1	7	0.000246	0.000533	0.000123
('হয়েছে', '২৪')	1	93	0.000244	0.000514	0.000123
('২৪', 'লাখের')	1	9	0.000246	0.000532	0.000123
('লাখের', 'কাছাকাছি')	1	2	0.000246	0.000534	0.000123
('কাছাকাছি', 'মানুষ')	1	4	0.000246	0.000533	0.000123
('মানুষ', '</s>')	5	18	0.000738	0.002161	0.000123
('আরো', 'কত')	2	12	0.000369	0.000940	0.000123
('কত', 'মানুষ')	1	4	0.000246	0.000533	0.000123
('মানুষ', 'আক্রান্ত')	1	18	0.000246	0.000530	0.000123
('আক্রান্ত', 'হবে')	1	7	0.000246	0.000533	0.000123
('হবে', 'তা')	1	90	0.000244	0.000515	0.000123
('তা', 'বলার')	1	37	0.000245	0.000526	0.000123
('বলার', 'উপায়')	1	3	0.000246	0.000533	0.000123
('উপায়', 'নেই')	1	1	0.000246	0.000534	0.000123
('<s>', 'মৃত্যুর')	1	0	0.000246	0.000534	0.000123
('মৃত্যুর', 'মিছিলে')	2	7	0.000369	0.000942	0.000123
('মিছিলে', 'শামিল')	2	3	0.000370	0.000944	0.000123
('শামিল', 'হয়েছে')	1	2	0.000246	0.000534	0.000123
('হয়েছে', 'প্রায়')	1	93	0.000244	0.000514	0.000123
('প্রায়', 'দুই')	2	25	0.000369	0.000935	0.000123
('দুই', 'লাখ')	1	31	0.000246	0.000527	0.000123
('লাখ', 'মানুষ')	1	12	0.000246	0.000531	0.000123
('কত', 'মানুষকে')	1	4	0.000246	0.000533	0.000123
('মানুষকে', 'মৃত্যুর')	1	2	0.000246	0.000534	0.000123
('শামিল', 'হতে')	1	2	0.000246	0.000534	0.000123
('হবে', 'কেউ')	1	90	0.000244	0.000515	0.000123
('কেউ', 'জানে')	1	20	0.000246	0.000530	0.000123
('তবে', 'তোমার')	1	37	0.000245	0.000526	0.000123
('তোমার', 'বিস্তারের')	1	8	0.000246	0.000532	0.000123
('বিস্তারের', 'কারণে')	1	4	0.000246	0.000533	0.000123
('কারণে', 'আমরা')	2	26	0.000369	0.000935	0.000123
('আমরা', 'দেখতে')	1	27	0.000246	0.000528	0.000123
('দেখতে', 'পেয়েছি')	1	11	0.000246	0.000532	0.000123
('পেয়েছি', 'অনেক')	1	3	0.000246	0.000533	0.000123
('অনেক', 'মানুষের')	1	42	0.000245	0.000525	0.000123
('মানুষের', 'আসল')	1	11	0.000246	0.000532	0.000123
('আসল', 'চেহারা')	1	2	0.000246	0.000534	0.000123
('চেহারা', '</s>')	1	3	0.000246	0.000533	0.000123
('<s>', 'মানুষ')	1	0	0.000246	0.000534	0.000123
('মানুষ', 'কিভাবে')	2	18	0.000369	0.000938	0.000123
('কিভাবে', 'বদলে')	1	5	0.000246	0.000533	0.000123
('বদলে', 'যায়')	1	2	0.000246	0.000534	0.000123
(',', 'মনুষ্যত্ববোধ')	1	779	0.000225	0.000405	0.000123
('মনুষ্যত্ববোধ', 'কিভাবে')	1	1	0.000246	0.000534	0.000123
('কিভাবে', 'লোপ')	1	5	0.000246	0.000533	0.000123
('লোপ', 'পায়')	1	1	0.000246	0.000534	0.000123
('পায়', 'এবং')	1	6	0.000246	0.000533	0.000123
('এবং', 'হারিয়ে')	1	131	0.000243	0.000507	0.000123
('হারিয়ে', 'যায়')	1	7	0.000246	0.000533	0.000123
(',', 'মানুষ')	1	779	0.000225	0.000405	0.000123
('কিভাবে', 'অমানুষ')	1	5	0.000246	0.000533	0.000123
('অমানুষ', 'হয়ে')	1	1	0.000246	0.000534	0.000123
('হয়ে', 'যায়')	5	37	0.000736	0.002145	0.000123
('তার', 'জ্বলন্ত')	1	89	0.000244	0.000515	0.000123
('জ্বলন্ত', 'উদাহরণ')	1	1	0.000246	0.000534	0.000123
('উদাহরণ', 'আমরা')	1	2	0.000246	0.000534	0.000123
('আমরা', 'দেখেছি')	1	27	0.000246	0.000528	0.000123
('দেখেছি', 'তোমার')	1	2	0.000246	0.000534	0.000123
('কারণে', ',')	1	26	0.000246	0.000528	0.000123
(',', 'দেখছি')	1	779	0.000225	0.000405	0.000123
('দেখছি', 'প্রতিনিয়ত')	1	1	0.000246	0.000534	0.000123
('প্রতিনিয়ত', '</s>')	1	2	0.000246	0.000534	0.000123
('<s>', 'স্থানীয়')	3	0	0.000493	0.001356	0.000123
('স্থানীয়', 'সূত্রে')	1	8	0.000246	0.000532	0.000123
(',', 'নদীতে')	1	779	0.000225	0.000405	0.000123
('নদীতে', 'তীব্র')	1	4	0.000246	0.000533	0.000123
('তীব্র', 'স্রোত')	1	5	0.000246	0.000533	0.000123
('স্রোত', 'ও')	1	1	0.000246	0.000534	0.000123
('ও', 'মৌসুমের')	1	197	0.000241	0.000494	0.000123
('মৌসুমের', 'শুরুতেই')	1	2	0.000246	0.000534	0.000123
('শুরুতেই', 'ঝড়ো')	1	1	0.000246	0.000534	0.000123
('ঝড়ো', 'হাওয়ার')	1	1	0.000246	0.000534	0.000123
('হাওয়ার', 'কারণে')	1	1	0.000246	0.000534	0.000123
('কারণে', 'নদীতে')	1	26	0.000246	0.000528	0.000123
('নদীতে', 'বড়')	1	4	0.000246	0.000533	0.000123
('বড়', 'বড়')	1	16	0.000246	0.000531	0.000123
('বড়', 'ঢেউ')	1	16	0.000246	0.000531	0.000123
('ঢেউ', 'এর')	1	3	0.000246	0.000533	0.000123
('এর', 'সৃষ্টি')	1	72	0.000244	0.000519	0.000123
('সৃষ্টি', 'হচ্ছে')	1	7	0.000246	0.000533	0.000123
('আর', 'সেই')	1	57	0.000245	0.000522	0.000123
('সেই', 'ঢেউ')	1	22	0.000246	0.000529	0.000123
('ঢেউ', 'পাড়ে')	1	3	0.000246	0.000533	0.000123
('পাড়ে', 'আছরে')	1	1	0.000246	0.000534	0.000123
('আছরে', 'পরেই')	1	1	0.000246	0.000534	0.000123
('পরেই', 'ভাঙ্গনের')	1	3	0.000246	0.000533	0.000123
('ভাঙ্গনের', 'তীব্রতা')	1	1	0.000246	0.000534	0.000123
('তীব্রতা', 'বাড়িয়ে')	1	1	0.000246	0.000534	0.000123
('বাড়িয়ে', 'দিয়েছে')	1	3	0.000246	0.000533	0.000123
('দিয়েছে', '</s>')	3	10	0.000492	0.001350	0.000123
('বৃহস্পতিবার', '৬')	1	6	0.000246	0.000533	0.000123
('৬', 'টা')	1	17	0.000246	0.000530	0.000123
('টা', 'গরু')	1	4	0.000246	0.000533	0.000123
('গরু', 'নিয়ে')	1	2	0.000246	0.000534	0.000123
('নিয়ে', 'পাবনার')	1	70	0.000244	0.000519	0.000123
('পাবনার', 'সাথিয়া')	1	1	0.000246	0.000534	0.000123
('সাথিয়া', 'থেকে')	1	1	0.000246	0.000534	0.000123
('থেকে', 'ঢাকায়')	1	171	0.000241	0.000499	0.000123
('ঢাকায়', 'আসছিলাম')	1	5	0.000246	0.000533	0.000123
('আসছিলাম', '</s>')	1	1	0.000246	0.000534	0.000123
('<s>', 'পথে')	2	0	0.000370	0.000945	0.000123
('পথে', 'টাঙ্গাইল')	1	11	0.000246	0.000532	0.000123
('টাঙ্গাইল', 'থেকে')	1	2	0.000246	0.000534	0.000123
